Country,Location,Ebola measure,Case definition,Ebola data source,Epi week,Indicator type,Data package ID,Data as of,Outbreak identifier,Cases,Time
Liberia,BONG,Number of cases,Confirmed,Situation report,12 to 18 May 2014 (2014-W20),New,Data package 2015-12-16,,,,2014-W20
Liberia,BONG,Number of cases,Confirmed,Patient database,24 to 30 November 2014 (2014-W48),New,Data package 2015-12-16,,,0,2014-W48
Liberia,GRAND BASSA,Number of cases,Confirmed,Situation report,03 to 09 August 2015 (2015-W32),New,Data package 2015-12-16,,,0,2015-W32
Liberia,LOFA,Number of cases,Probable,Patient database,17 to 23 August 2015 (2015-W34),New,Data package 2015-12-16,,,,2015-W34
Liberia,MONTSERRADO,Number of cases,Probable,Patient database,19 to 25 May 2014 (2014-W21),New,Data package 2015-12-16,,,0,2014-W21
Liberia,GRAND CAPE MOUNT,Number of cases,Confirmed,Situation report,23 to 29 March 2015 (2015-W13),New,Data package 2015-12-16,,,0,2015-W13
Liberia,,Number of cases,Confirmed,Patient database,30 November to 06 December 2015 (2015-W49),New,Data package 2015-12-16,,,,2015-W49
Liberia,MARGIBI,Number of cases,Confirmed,Situation report,07 to 13 July 2014 (2014-W28),New,Data package 2015-12-16,,,,2014-W28
Liberia,MARGIBI,Number of cases,Confirmed,Patient database,19 to 25 January 2015 (2015-W04),New,Data package 2015-12-16,,,0,2015-W04
Liberia,BOMI,Number of cases,Probable,Patient database,13 to 19 July 2015 (2015-W29),New,Data package 2015-12-16,,,,2015-W29
Liberia,GRAND BASSA,Number of cases,Probable,Patient database,27 October to 09 November 2014 (2014-W45),New,Data package 2015-12-16,,,2,2014-W45
Liberia,GBARPOLU,Number of cases,Confirmed,Patient database,02 to 08 March 2015 (2015-W10),New,Data package 2015-12-16,,,0,2015-W10
Liberia,,Number of cases,Confirmed,Situation report,18 to 24 May 2015 (2015-W21),New,Data package 2015-12-16,,,0,2015-W21
Liberia,BOMI,Number of cases,Confirmed,Situation report,21 to 27 September 2015 (2015-W39),New,Data package 2015-12-16,,,0,2015-W39
Liberia,GRAND CAPE MOUNT,Number of cases,Probable,Patient database,12 to 18 January 2015 (2015-W03),New,Data package 2015-12-16,,,0,2015-W03
Liberia,BONG,Number of cases,Probable,Patient database,03 to 09 March 2014 (2014-W10),New,Data package 2015-12-16,,,,2014-W10
Liberia,GRAND BASSA,Number of cases,Probable,Patient database,30 June to 06 July 2014 (2014-W27),New,Data package 2015-12-16,,,0,2014-W27
Liberia,SINOE,Number of cases,Confirmed,Situation report,09 to 15 February 2015 (2015-W07),New,Data package 2015-12-16,,,0,2015-W07
Liberia,GRAND GEDEH,Number of cases,Confirmed,Situation report,29 June to 05 July 2015 (2015-W27),New,Data package 2015-12-16,,,0,2015-W27
Liberia,LOFA,Number of cases,Confirmed,Situation report,05 to 11 May 2014 (2014-W19),New,Data package 2015-12-16,,,,2014-W19
Liberia,RIVERCESS,Number of cases,Confirmed,Situation report,20 to 26 April 2015 (2015-W17),New,Data package 2015-12-16,,,0,2015-W17
Liberia,GRAND CAPE MOUNT,Number of cases,Confirmed,Patient database,05 to 11 October 2015 (2015-W41),New,Data package 2015-12-16,,,,2015-W41
Liberia,GRAND GEDEH,Number of cases,Confirmed,Situation report,06 to 12 January 2014 (2014-W02),New,Data package 2015-12-16,,,,2014-W02
Liberia,BOMI,Number of cases,Probable,Patient database,20 to 26 January 2014 (2014-W04),New,Data package 2015-12-16,,,,2014-W04
Liberia,,Number of cases,Confirmed,Patient database,27 July to 02 August 2015 (2015-W31),New,Data package 2015-12-16,,,,2015-W31
Liberia,NIMBA,Number of cases,Confirmed,Situation report,27 October to 09 November 2014 (2014-W45),New,Data package 2015-12-16,,,,2014-W45
Liberia,GRAND CAPE MOUNT,Number of cases,Confirmed,Patient database,26 January to 01 February 2015 (2015-W05),New,Data package 2015-12-16,,,0,2015-W05
Liberia,SINOE,Number of cases,Confirmed,Situation report,15 to 21 June 2015 (2015-W25),New,Data package 2015-12-16,,,0,2015-W25
Liberia,BONG,Number of cases,Confirmed,Patient database,17 to 23 March 2014 (2014-W12),New,Data package 2015-12-16,,,0,2014-W12
Liberia,,Number of cases,Confirmed,Situation report,23 to 29 June 2014 (2014-W26),New,Data package 2015-12-16,,,25,2014-W26
Liberia,GRAND BASSA,Number of cases,Confirmed,Patient database,08 to 14 June 2015 (2015-W24),New,Data package 2015-12-16,,,,2015-W24
Liberia,BONG,Number of cases,Confirmed,Situation report,15 to 21 September 2014 (2014-W38),New,Data package 2015-12-16,,,,2014-W38
Liberia,GRAND BASSA,Number of cases,Probable,Situation report,29 December 2014 to 04 January 2015 (2015-W01),New,Data package 2015-12-16,,,2,2015-W01
Liberia,GBARPOLU,Number of cases,Confirmed,Situation report,27 April to 03 May 2015 (2015-W18),New,Data package 2015-12-16,,,0,2015-W18
Liberia,LOFA,Number of cases,Probable,Situation report,08 to 14 June 2015 (2015-W24),New,Data package 2015-12-16,,,0,2015-W24
Liberia,BOMI,Number of cases,Confirmed,Patient database,27 July to 02 August 2015 (2015-W31),New,Data package 2015-12-16,,,,2015-W31
Liberia,RIVER GEE,Number of cases,Probable,Situation report,09 to 15 November 2015 (2015-W46),New,Data package 2015-12-16,,,0,2015-W46
Liberia,GRAND KRU,Number of cases,Confirmed,Patient database,07 to 13 December 2015 (2015-W50),New,Data package 2015-12-16,,,,2015-W50
Liberia,MARGIBI,Number of cases,Confirmed,Patient database,15 to 21 September 2014 (2014-W38),New,Data package 2015-12-16,,,43,2014-W38
Liberia,MARGIBI,Number of cases,Probable,Situation report,02 to 08 March 2015 (2015-W10),New,Data package 2015-12-16,,,2,2015-W10
Liberia,RIVER GEE,Number of cases,Confirmed,Situation report,16 to 22 March 2015 (2015-W12),New,Data package 2015-12-16,,,0,2015-W12
Liberia,RIVER GEE,Number of cases,Probable,Patient database,11 to 17 May 2015 (2015-W20),New,Data package 2015-12-16,,,,2015-W20
Liberia,RIVERCESS,Number of cases,Probable,Situation report,28 July to 03 August 2014 (2014-W31),New,Data package 2015-12-16,,,,2014-W31
Liberia,BONG,Number of cases,Probable,Situation report,11 to 17 May 2015 (2015-W20),New,Data package 2015-12-16,,,0,2015-W20
Liberia,GRAND GEDEH,Number of cases,Probable,Situation report,19 to 25 October 2015 (2015-W43),New,Data package 2015-12-16,,,0,2015-W43
Liberia,BONG,Number of cases,Probable,Patient database,10 to 16 November 2014 (2014-W46),New,Data package 2015-12-16,,,1,2014-W46
Liberia,,Number of cases,Total,,,In past 21 days,Data package 2015-12-16,13-Dec-15,EVD Liberia 2015,0,
Liberia,MARGIBI,Number of cases,Probable,Patient database,01 to 07 September 2014 (2014-W36),New,Data package 2015-12-16,,,47,2014-W36
Liberia,MONTSERRADO,Number of cases,Confirmed,Patient database,27 January to 02 February 2014 (2014-W05),New,Data package 2015-12-16,,,,2014-W05
Liberia,GRAND KRU,Number of cases,Probable,Situation report,28 July to 03 August 2014 (2014-W31),New,Data package 2015-12-16,,,,2014-W31
Liberia,RIVERCESS,Number of cases,Confirmed,Situation report,11 to 17 August 2014 (2014-W33),New,Data package 2015-12-16,,,,2014-W33
Liberia,NIMBA,Number of cases,Probable,Patient database,29 December 2014 to 04 January 2015 (2015-W01),New,Data package 2015-12-16,,,0,2015-W01
Liberia,GRAND CAPE MOUNT,Number of cases,Probable,Situation report,13 to 19 July 2015 (2015-W29),New,Data package 2015-12-16,,,0,2015-W29
Liberia,BOMI,Number of cases,Probable,Situation report,17 to 23 March 2014 (2014-W12),New,Data package 2015-12-16,,,,2014-W12
Liberia,BOMI,Number of cases,Confirmed,Patient database,09 to 15 June 2014 (2014-W24),New,Data package 2015-12-16,,,0,2014-W24
Liberia,RIVER GEE,Number of cases,Probable,Situation report,02 to 08 March 2015 (2015-W10),New,Data package 2015-12-16,,,0,2015-W10
Liberia,MARGIBI,Number of cases,Probable,Patient database,11 to 17 May 2015 (2015-W20),New,Data package 2015-12-16,,,,2015-W20
Liberia,RIVER GEE,Number of cases,Confirmed,Patient database,25 to 31 May 2015 (2015-W22),New,Data package 2015-12-16,,,,2015-W22
Liberia,MARGIBI,Number of cases,Confirmed,Patient database,02 to 08 November 2015 (2015-W45),New,Data package 2015-12-16,,,,2015-W45
Liberia,NIMBA,Number of cases,Confirmed,Situation report,24 February to 02 March 2014 (2014-W09),New,Data package 2015-12-16,,,,2014-W09
Liberia,LOFA,Number of cases,Probable,Patient database,30 June to 06 July 2014 (2014-W27),New,Data package 2015-12-16,,,2,2014-W27
Liberia,RIVERCESS,Number of cases,Probable,Patient database,15 to 21 June 2015 (2015-W25),New,Data package 2015-12-16,,,,2015-W25
Liberia,GRAND KRU,Number of cases,Probable,Patient database,23 to 29 November 2015 (2015-W48),New,Data package 2015-12-16,,,,2015-W48
Liberia,BONG,Number of cases,Probable,Situation report,01 to 07 September 2014 (2014-W36),New,Data package 2015-12-16,,,,2014-W36
Liberia,GBARPOLU,Number of cases,Probable,Patient database,26 October to 01 November 2015 (2015-W44),New,Data package 2015-12-16,,,,2015-W44
Liberia,BONG,Number of cases,Confirmed,Situation report,06 to 12 January 2014 (2014-W02),New,Data package 2015-12-16,,,,2014-W02
Liberia,GBARPOLU,Number of cases,Confirmed,Patient database,23 to 29 June 2014 (2014-W26),New,Data package 2015-12-16,,,0,2014-W26
Liberia,GBARPOLU,Number of cases,Probable,Situation report,08 to 14 December 2014 (2014-W50),New,Data package 2015-12-16,,,0,2014-W50
Liberia,GRAND BASSA,Number of cases,Probable,Patient database,25 to 31 May 2015 (2015-W22),New,Data package 2015-12-16,,,,2015-W22
Liberia,GRAND KRU,Number of cases,Probable,Patient database,06 to 12 October 2014 (2014-W41),New,Data package 2015-12-16,,,0,2014-W41
Liberia,RIVERCESS,Number of cases,Confirmed,Patient database,20 to 26 October 2014 (2014-W43),New,Data package 2015-12-16,,,0,2014-W43
Liberia,NIMBA,Number of cases,Probable,Situation report,20 to 26 October 2014 (2014-W43),New,Data package 2015-12-16,,,4,2014-W43
Liberia,GRAND CAPE MOUNT,Number of cases,Probable,Patient database,21 to 27 September 2015 (2015-W39),New,Data package 2015-12-16,,,,2015-W39
Liberia,MARYLAND,Number of cases,Probable,Situation report,05 to 11 October 2015 (2015-W41),New,Data package 2015-12-16,,,0,2015-W41
Liberia,GRAND BASSA,Number of cases,Confirmed,Patient database,14 to 20 July 2014 (2014-W29),New,Data package 2015-12-16,,,0,2014-W29
Liberia,LOFA,Number of cases,Confirmed,Patient database,22 to 28 December 2014 (2014-W52),New,Data package 2015-12-16,,,0,2014-W52
Liberia,SINOE,Number of cases,Probable,Situation report,26 January to 01 February 2015 (2015-W05),New,Data package 2015-12-16,,,0,2015-W05
Liberia,,Number of cases,Probable,Patient database,13 to 19 July 2015 (2015-W29),New,Data package 2015-12-16,,,,2015-W29
Liberia,LOFA,Number of cases,Probable,Situation report,21 to 27 April 2014 (2014-W17),New,Data package 2015-12-16,,,,2014-W17
Liberia,NIMBA,Number of cases,Confirmed,Patient database,05 to 11 May 2014 (2014-W19),New,Data package 2015-12-16,,,2,2014-W19
Liberia,RIVERCESS,Number of cases,Probable,Situation report,06 to 12 April 2015 (2015-W15),New,Data package 2015-12-16,,,0,2015-W15
Liberia,NIMBA,Number of cases,Confirmed,Patient database,21 to 27 July 2014 (2014-W30),New,Data package 2015-12-16,,,0,2014-W30
Liberia,GRAND KRU,Number of cases,Probable,Patient database,16 to 22 March 2015 (2015-W12),New,Data package 2015-12-16,,,0,2015-W12
Liberia,GRAND CAPE MOUNT,Number of cases,Probable,Patient database,05 to 11 May 2014 (2014-W19),New,Data package 2015-12-16,,,0,2014-W19
Liberia,GRAND BASSA,Number of cases,Probable,Situation report,16 to 22 March 2015 (2015-W12),New,Data package 2015-12-16,,,0,2015-W12
Liberia,RIVER GEE,Number of cases,Probable,Patient database,27 July to 02 August 2015 (2015-W31),New,Data package 2015-12-16,,,,2015-W31
Liberia,GRAND BASSA,Number of cases,Confirmed,Situation report,07 to 13 September 2015 (2015-W37),New,Data package 2015-12-16,,,0,2015-W37
Liberia,MARYLAND,Number of cases,Confirmed,Situation report,10 to 16 March 2014 (2014-W11),New,Data package 2015-12-16,,,,2014-W11
Liberia,GRAND BASSA,Number of cases,Probable,Patient database,15 to 21 September 2014 (2014-W38),New,Data package 2015-12-16,,,7,2014-W38
Liberia,MONTSERRADO,Number of cases,Probable,Situation report,02 to 08 February 2015 (2015-W06),New,Data package 2015-12-16,,,3,2015-W06
Liberia,,Number of cases,Confirmed,Patient database,10 to 16 March 2014 (2014-W11),New,Data package 2015-12-16,,,,2014-W11
Liberia,SINOE,Number of cases,Probable,Situation report,22 to 28 September 2014 (2014-W39),New,Data package 2015-12-16,,,0,2014-W39
Liberia,NIMBA,Number of cases,Confirmed,Situation report,19 to 25 January 2015 (2015-W04),New,Data package 2015-12-16,,,0,2015-W04
Liberia,BONG,Number of cases,Probable,Patient database,26 January to 01 February 2015 (2015-W05),New,Data package 2015-12-16,,,0,2015-W05
Liberia,GRAND GEDEH,Number of cases,Confirmed,Patient database,21 to 27 April 2014 (2014-W17),New,Data package 2015-12-16,,,0,2014-W17
Liberia,,Number of cases,Confirmed,Situation report,08 to 14 September 2014 (2014-W37),New,Data package 2015-12-16,,,321,2014-W37
Liberia,RIVER GEE,Number of cases,Confirmed,Situation report,26 January to 01 February 2015 (2015-W05),New,Data package 2015-12-16,,,0,2015-W05
Liberia,BOMI,Number of cases,Probable,Situation report,04 to 10 May 2015 (2015-W19),New,Data package 2015-12-16,,,0,2015-W19
Liberia,LOFA,Number of cases,Confirmed,Patient database,13 to 19 July 2015 (2015-W29),New,Data package 2015-12-16,,,,2015-W29
Liberia,MONTSERRADO,Number of cases,Probable,Patient database,04 to 10 August 2014 (2014-W32),New,Data package 2015-12-16,,,16,2014-W32
Liberia,GRAND CAPE MOUNT,Number of cases,Probable,Situation report,27 October to 09 November 2014 (2014-W45),New,Data package 2015-12-16,,,19,2014-W45
Liberia,MONTSERRADO,Number of cases,Confirmed,Situation report,27 July to 02 August 2015 (2015-W31),New,Data package 2015-12-16,,,0,2015-W31
Liberia,GRAND GEDEH,Number of cases,Confirmed,Situation report,20 to 26 October 2014 (2014-W43),New,Data package 2015-12-16,,,,2014-W43
Liberia,LOFA,Number of cases,Probable,Situation report,29 September to 05 October 2014 (2014-W40),New,Data package 2015-12-16,,,11,2014-W40
Liberia,BONG,Number of cases,Confirmed,Patient database,09 to 15 February 2015 (2015-W07),New,Data package 2015-12-16,,,0,2015-W07
Liberia,MARYLAND,Number of cases,Confirmed,Situation report,31 August to 06 September 2015 (2015-W36),New,Data package 2015-12-16,,,0,2015-W36
Liberia,GBARPOLU,Number of cases,Probable,Situation report,31 March to 06 April 2014 (2014-W14),New,Data package 2015-12-16,,,,2014-W14
Liberia,MARGIBI,Number of cases,Probable,Patient database,28 April to 04 May 2014 (2014-W18),New,Data package 2015-12-16,,,0,2014-W18
Liberia,BONG,Number of cases,Confirmed,Situation report,28 July to 03 August 2014 (2014-W31),New,Data package 2015-12-16,,,,2014-W31
Liberia,RIVER GEE,Number of cases,Confirmed,Patient database,10 to 16 August 2015 (2015-W33),New,Data package 2015-12-16,,,,2015-W33
Liberia,NIMBA,Number of cases,Probable,Patient database,07 to 13 July 2014 (2014-W28),New,Data package 2015-12-16,,,0,2014-W28
Liberia,GRAND CAPE MOUNT,Number of cases,Confirmed,Situation report,08 to 14 June 2015 (2015-W24),New,Data package 2015-12-16,,,0,2015-W24
Liberia,MARYLAND,Number of cases,Probable,Patient database,22 to 28 June 2015 (2015-W26),New,Data package 2015-12-16,,,,2015-W26
Liberia,SINOE,Number of cases,Probable,Patient database,24 to 30 March 2014 (2014-W13),New,Data package 2015-12-16,,,0,2014-W13
Liberia,GRAND GEDEH,Number of cases,Probable,Patient database,11 to 17 August 2014 (2014-W33),New,Data package 2015-12-16,,,0,2014-W33
Liberia,LOFA,Number of cases,Probable,Patient database,08 to 14 December 2014 (2014-W50),New,Data package 2015-12-16,,,0,2014-W50
Liberia,BOMI,Number of cases,Confirmed,Situation report,07 to 13 December 2015 (2015-W50),New,Data package 2015-12-16,,,0,2015-W50
Liberia,MONTSERRADO,Number of cases,Confirmed,Situation report,13 to 19 October 2014 (2014-W42),New,Data package 2015-12-16,,,,2014-W42
Liberia,RIVERCESS,Number of cases,Confirmed,Situation report,02 to 08 March 2015 (2015-W10),New,Data package 2015-12-16,,,0,2015-W10
Liberia,GRAND CAPE MOUNT,Number of cases,Confirmed,Patient database,17 to 23 August 2015 (2015-W34),New,Data package 2015-12-16,,,,2015-W34
Liberia,GBARPOLU,Number of cases,Probable,Patient database,09 to 15 June 2014 (2014-W24),New,Data package 2015-12-16,,,0,2014-W24
Liberia,,Number of cases,Probable,Patient database,30 June to 06 July 2014 (2014-W27),New,Data package 2015-12-16,,,4,2014-W27
Liberia,NIMBA,Number of cases,Probable,Patient database,10 to 16 November 2014 (2014-W46),New,Data package 2015-12-16,,,1,2014-W46
Liberia,GRAND KRU,Number of cases,Confirmed,Patient database,24 to 30 November 2014 (2014-W48),New,Data package 2015-12-16,,,0,2014-W48
Liberia,MARYLAND,Number of cases,Probable,Patient database,30 December 2013 to 05 January 2014 (2014-W01),New,Data package 2015-12-16,,,,2014-W01
Liberia,GRAND BASSA,Number of cases,Confirmed,Situation report,24 to 30 November 2014 (2014-W48),New,Data package 2015-12-16,,,5,2014-W48
Liberia,RIVER GEE,Number of cases,Confirmed,Patient database,06 to 12 April 2015 (2015-W15),New,Data package 2015-12-16,,,,2015-W15
Liberia,RIVERCESS,Number of cases,Confirmed,Situation report,06 to 12 July 2015 (2015-W28),New,Data package 2015-12-16,,,0,2015-W28
Liberia,GBARPOLU,Number of cases,Probable,Patient database,30 November to 06 December 2015 (2015-W49),New,Data package 2015-12-16,,,,2015-W49
Liberia,GRAND CAPE MOUNT,Number of cases,Confirmed,Situation report,14 to 20 July 2014 (2014-W29),New,Data package 2015-12-16,,,,2014-W29
Liberia,MARGIBI,Number of cases,Probable,Situation report,06 to 12 April 2015 (2015-W15),New,Data package 2015-12-16,,,0,2015-W15
Liberia,GRAND KRU,Number of cases,Confirmed,Situation report,25 to 31 May 2015 (2015-W22),New,Data package 2015-12-16,,,0,2015-W22
Liberia,MONTSERRADO,Number of cases,Confirmed,Patient database,05 to 11 October 2015 (2015-W41),New,Data package 2015-12-16,,,,2015-W41
Liberia,GRAND GEDEH,Number of cases,Probable,Situation report,06 to 12 October 2014 (2014-W41),New,Data package 2015-12-16,,,0,2014-W41
Liberia,RIVER GEE,Number of cases,Probable,Patient database,23 to 29 March 2015 (2015-W13),New,Data package 2015-12-16,,,0,2015-W13
Liberia,NIMBA,Number of cases,Confirmed,Patient database,24 to 30 November 2014 (2014-W48),New,Data package 2015-12-16,,,0,2014-W48
Liberia,GRAND KRU,Number of cases,Probable,Patient database,20 to 26 July 2015 (2015-W30),New,Data package 2015-12-16,,,,2015-W30
Liberia,SINOE,Number of cases,Confirmed,Situation report,23 to 29 November 2015 (2015-W48),New,Data package 2015-12-16,,,0,2015-W48
Liberia,MARGIBI,Number of cases,Confirmed,Situation report,03 to 09 March 2014 (2014-W10),New,Data package 2015-12-16,,,,2014-W10
Liberia,MONTSERRADO,Number of cases,Confirmed,Patient database,18 to 24 August 2014 (2014-W34),New,Data package 2015-12-16,,,129,2014-W34
Liberia,BONG,Number of cases,Probable,Patient database,22 to 28 September 2014 (2014-W39),New,Data package 2015-12-16,,,3,2014-W39
Liberia,MARGIBI,Number of cases,Probable,Situation report,17 to 23 February 2014 (2014-W08),New,Data package 2015-12-16,,,,2014-W08
Liberia,BONG,Number of cases,Confirmed,Patient database,06 to 12 October 2014 (2014-W41),New,Data package 2015-12-16,,,3,2014-W41
Liberia,GRAND BASSA,Number of cases,Probable,Patient database,19 to 25 January 2015 (2015-W04),New,Data package 2015-12-16,,,0,2015-W04
Liberia,MONTSERRADO,Number of cases,Probable,Situation report,26 May to 01 June 2014 (2014-W22),New,Data package 2015-12-16,,,,2014-W22
Liberia,GRAND KRU,Number of cases,Probable,Situation report,11 to 17 May 2015 (2015-W20),New,Data package 2015-12-16,,,0,2015-W20
Liberia,BONG,Number of cases,Confirmed,Patient database,23 to 29 November 2015 (2015-W48),New,Data package 2015-12-16,,,,2015-W48
Liberia,SINOE,Number of cases,Confirmed,Patient database,07 to 13 April 2014 (2014-W15),New,Data package 2015-12-16,,,0,2014-W15
Liberia,,Number of cases,Confirmed,Situation report,05 to 11 May 2014 (2014-W19),New,Data package 2015-12-16,,,4,2014-W19
Liberia,,Number of cases,Probable,Patient database,09 to 15 March 2015 (2015-W11),New,Data package 2015-12-16,,,0,2015-W11
Liberia,MARGIBI,Number of cases,Confirmed,Situation report,20 to 26 April 2015 (2015-W17),New,Data package 2015-12-16,,,0,2015-W17
Liberia,MARYLAND,Number of cases,Confirmed,Patient database,13 to 19 January 2014 (2014-W03),New,Data package 2015-12-16,,,,2014-W03
Liberia,GRAND BASSA,Number of cases,Probable,Situation report,10 to 16 November 2014 (2014-W46),New,Data package 2015-12-16,,,2,2014-W46
Liberia,GRAND GEDEH,Number of cases,Confirmed,Patient database,29 December 2014 to 04 January 2015 (2015-W01),New,Data package 2015-12-16,,,0,2015-W01
Liberia,GBARPOLU,Number of cases,Confirmed,Patient database,17 to 23 February 2014 (2014-W08),New,Data package 2015-12-16,,,,2014-W08
Liberia,GRAND BASSA,Number of cases,Confirmed,Situation report,17 to 23 March 2014 (2014-W12),New,Data package 2015-12-16,,,,2014-W12
Liberia,RIVER GEE,Number of cases,Probable,Situation report,21 to 27 September 2015 (2015-W39),New,Data package 2015-12-16,,,0,2015-W39
Liberia,SINOE,Number of cases,Confirmed,Situation report,27 January to 02 February 2014 (2014-W05),New,Data package 2015-12-16,,,,2014-W05
Liberia,,Number of cases,Confirmed,Patient database,14 to 20 July 2014 (2014-W29),New,Data package 2015-12-16,,,27,2014-W29
Liberia,,Number of cases,Probable,Situation report,29 December 2014 to 04 January 2015 (2015-W01),New,Data package 2015-12-16,,,41,2015-W01
Liberia,MARGIBI,Number of cases,Confirmed,Patient database,29 June to 05 July 2015 (2015-W27),New,Data package 2015-12-16,,,,2015-W27
Liberia,GRAND KRU,Number of cases,Probable,Situation report,24 to 30 March 2014 (2014-W13),New,Data package 2015-12-16,,,,2014-W13
Liberia,RIVERCESS,Number of cases,Confirmed,Patient database,01 to 07 September 2014 (2014-W36),New,Data package 2015-12-16,,,0,2014-W36
Liberia,NIMBA,Number of cases,Probable,Situation report,01 to 07 September 2014 (2014-W36),New,Data package 2015-12-16,,,,2014-W36
Liberia,GRAND KRU,Number of cases,Confirmed,Situation report,15 to 21 September 2014 (2014-W38),New,Data package 2015-12-16,,,,2014-W38
Liberia,MARYLAND,Number of cases,Probable,Situation report,17 to 23 August 2015 (2015-W34),New,Data package 2015-12-16,,,0,2015-W34
Liberia,,Number of deaths,Confirmed,,,Cumulative,Data package 2015-12-16,09-May-15,EVD West Africa 2014,,
Liberia,GRAND BASSA,Number of cases,Confirmed,Patient database,26 May to 01 June 2014 (2014-W22),New,Data package 2015-12-16,,,0,2014-W22
Liberia,MARYLAND,Number of cases,Probable,Situation report,30 June to 06 July 2014 (2014-W27),New,Data package 2015-12-16,,,,2014-W27
Liberia,GRAND GEDEH,Number of cases,Probable,Situation report,15 to 21 June 2015 (2015-W25),New,Data package 2015-12-16,,,0,2015-W25
Liberia,RIVER GEE,Number of cases,Probable,Patient database,30 November to 06 December 2015 (2015-W49),New,Data package 2015-12-16,,,,2015-W49
Liberia,RIVERCESS,Number of cases,Probable,Situation report,16 to 22 February 2015 (2015-W08),New,Data package 2015-12-16,,,0,2015-W08
Liberia,MARYLAND,Number of cases,Confirmed,Patient database,02 to 08 March 2015 (2015-W10),New,Data package 2015-12-16,,,0,2015-W10
Liberia,MARYLAND,Number of cases,Probable,Patient database,26 October to 01 November 2015 (2015-W44),New,Data package 2015-12-16,,,,2015-W44
Liberia,BOMI,Number of cases,Confirmed,Patient database,21 to 27 April 2014 (2014-W17),New,Data package 2015-12-16,,,0,2014-W17
Liberia,GBARPOLU,Number of cases,Probable,Situation report,04 to 10 August 2014 (2014-W32),New,Data package 2015-12-16,,,,2014-W32
Liberia,GRAND GEDEH,Number of cases,Probable,Patient database,15 to 21 December 2014 (2014-W51),New,Data package 2015-12-16,,,0,2014-W51
Liberia,GBARPOLU,Number of cases,Probable,Patient database,03 to 09 February 2014 (2014-W06),New,Data package 2015-12-16,,,,2014-W06
Liberia,,Number of cases,Probable,Situation report,21 to 27 April 2014 (2014-W17),New,Data package 2015-12-16,,,,2014-W17
Liberia,BONG,Number of cases,Confirmed,Patient database,02 to 08 June 2014 (2014-W23),New,Data package 2015-12-16,,,0,2014-W23
Liberia,MARGIBI,Number of cases,Probable,Situation report,23 to 29 June 2014 (2014-W26),New,Data package 2015-12-16,,,,2014-W26
Liberia,RIVERCESS,Number of cases,Probable,Patient database,27 April to 03 May 2015 (2015-W18),New,Data package 2015-12-16,,,,2015-W18
Liberia,NIMBA,Number of cases,Probable,Situation report,10 to 16 February 2014 (2014-W07),New,Data package 2015-12-16,,,,2014-W07
Liberia,MONTSERRADO,Number of cases,Confirmed,Situation report,09 to 15 June 2014 (2014-W24),New,Data package 2015-12-16,,,,2014-W24
Liberia,,Number of cases,Probable,Situation report,04 to 10 May 2015 (2015-W19),New,Data package 2015-12-16,,,0,2015-W19
Liberia,,Number of cases,Probable,Patient database,27 October to 09 November 2014 (2014-W45),New,Data package 2015-12-16,,,38,2014-W45
Liberia,GRAND BASSA,Number of cases,Confirmed,Patient database,20 to 26 January 2014 (2014-W04),New,Data package 2015-12-16,,,,2014-W04
Liberia,GRAND CAPE MOUNT,Number of cases,Confirmed,Patient database,13 to 19 April 2015 (2015-W16),New,Data package 2015-12-16,,,,2015-W16
Liberia,MARYLAND,Number of cases,Confirmed,Situation report,27 April to 03 May 2015 (2015-W18),New,Data package 2015-12-16,,,0,2015-W18
Liberia,MARYLAND,Number of cases,Confirmed,Patient database,09 to 15 November 2015 (2015-W46),New,Data package 2015-12-16,,,,2015-W46
Liberia,MARYLAND,Number of cases,Probable,Patient database,05 to 11 May 2014 (2014-W19),New,Data package 2015-12-16,,,0,2014-W19
Liberia,GRAND BASSA,Number of cases,Confirmed,Situation report,21 to 27 July 2014 (2014-W30),New,Data package 2015-12-16,,,,2014-W30
Liberia,SINOE,Number of cases,Probable,Situation report,09 to 15 November 2015 (2015-W46),New,Data package 2015-12-16,,,0,2015-W46
Liberia,LOFA,Number of cases,Probable,Situation report,02 to 08 February 2015 (2015-W06),New,Data package 2015-12-16,,,0,2015-W06
Liberia,BOMI,Number of cases,Confirmed,Patient database,12 to 18 October 2015 (2015-W42),New,Data package 2015-12-16,,,,2015-W42
Liberia,,Number of cases,Confirmed,Situation report,26 October to 01 November 2015 (2015-W44),New,Data package 2015-12-16,,,0,2015-W44
Liberia,NIMBA,Number of cases,Confirmed,Situation report,15 to 21 September 2014 (2014-W38),New,Data package 2015-12-16,,,,2014-W38
Liberia,SINOE,Number of cases,Probable,Situation report,13 to 19 January 2014 (2014-W03),New,Data package 2015-12-16,,,,2014-W03
Liberia,SINOE,Number of cases,Probable,Patient database,28 July to 03 August 2014 (2014-W31),New,Data package 2015-12-16,,,0,2014-W31
Liberia,MONTSERRADO,Number of cases,Confirmed,Situation report,30 November to 06 December 2015 (2015-W49),New,Data package 2015-12-16,,,0,2015-W49
Liberia,MONTSERRADO,Number of cases,Probable,Patient database,21 to 27 September 2015 (2015-W39),New,Data package 2015-12-16,,,,2015-W39
Liberia,GRAND KRU,Number of cases,Probable,Patient database,27 January to 02 February 2014 (2014-W05),New,Data package 2015-12-16,,,,2014-W05
